index,name,rating,num_votes,institution,course_id,keyword,course_url,start_year,title_type,sum_rating
354,Introduction to Typography,4.78,2295,California Institute of the Arts,typography,science,https://www.coursera.org/learn/typography,2013,12,10970
355,Introduction to User Experience Design,4.47,2496,Georgia Institute of Technology,user-experience-design,designing,https://www.coursera.org/learn/user-experience-design,2020,9,11157
356,Introduction to User Experience Principles and Processes,4.79,2165,University of Michigan,introtoux-principles-and-processes,science,https://www.coursera.org/learn/introtoux-principles-and-processes,2013,12,10370
357,Introduction to Web Development,4.66,3463,"University of California, Davis",web-development,coding / website,https://www.coursera.org/learn/web-development,2012,11,16138
358,Introduction to the Biology of Cancer,4.81,2617,Johns Hopkins University,cancer,medical,https://www.coursera.org/learn/cancer,2013,4,12588
359,Introduction to the Digital Advertising Landscape,4.47,2034,University of Colorado Boulder,digital-advertising-landscape,commerce,https://www.coursera.org/learn/digital-advertising-landscape,2016,10,9092
360,Introductory Human Physiology,4.78,1785,Duke University,physiology,arts,https://www.coursera.org/learn/physiology,2013,3,8532
361,Introducao a Ciencia da Computacao com Python Parte 1,4.84,1543,Universidade de Sao Paulo,ciencia-computacao-python-conceitos,foreign,https://www.coursera.org/learn/ciencia-computacao-python-conceitos,2012,5,7468
362,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,4.6,1299,HEC Paris,investment-management,management,https://www.coursera.org/learn/investment-management,2012,1,5975
363,Japanese for beginners 1,3.36,1892,Saint Petersburg State University,japanese-1,foreign / language,https://www.coursera.org/learn/japanese-1,2013,5,6357
364,Java Programming: Solving Problems with Software,4.5,5352,Duke University,java-programming,java / coding,https://www.coursera.org/learn/java-programming,2013,6,24084
365,Kotlin for Java Developers,4.55,5046,JetBrains,kotlin-for-java-developers,java / coding,https://www.coursera.org/learn/kotlin-for-java-developers,2013,6,22959
366,L'excellence operationnelle en pratique,4.68,1612,ESSEC Business School,excellence-operationnelle,foreign,https://www.coursera.org/learn/excellence-operationnelle,2015,5,7544
367,Leadership in 21st Century Organizations,4.77,1816,Copenhagen Business School,leadership-21st-century,arts,https://www.coursera.org/learn/leadership-21st-century,2016,3,8662
368,Leading Healthcare Quality and Safety,4.84,2685,The George Washington University,quality-healthcare,medical,https://www.coursera.org/learn/quality-healthcare,2019,4,12995
369,"Leading for Equity, Diversity and Inclusion in Higher Education",4.78,1792,University of Michigan,leading-for-equity-diversity-inclusion,arts,https://www.coursera.org/learn/leading-for-equity-diversity-inclusion,2018,3,8566
370,Leading transformations: Manage change,4.31,1407,Macquarie University,change-management,management,https://www.coursera.org/learn/change-management,2019,1,6064
371,Learn to Program: The Fundamentals,4.75,3005,University of Toronto,learn-to-program,coding,https://www.coursera.org/learn/learn-to-program,2020,11,14274
372,Learn to Speak Korean 1,4.89,1182,Yonsei University,learn-speak-korean1,language / foreign,https://www.coursera.org/learn/learn-speak-korean1,2014,5,5780
373,Learning How to Learn: Powerful mental tools to help you master tough subjects,4.8,1742,University of California San Diego,learning-how-to-learn,arts,https://www.coursera.org/learn/learning-how-to-learn,2017,3,8362
374,Learning to Teach Online,4.8,1603,UnSW Sydney (The University of new South Wales),teach-online,arts,https://www.coursera.org/learn/teach-online,2016,3,7694
375,Legal Tech & Startups,4.01,1702,IE Business School,legal-tech-startups,entrepreneur,https://www.coursera.org/learn/legal-tech-startups,2015,1,6825
376,Les Fondamentaux de la negociation,4.86,1514,ESSEC Business School,fondamentaux-negociation,foreign,https://www.coursera.org/learn/fondamentaux-negociation,2013,5,7358
377,Love as a Force for Social Justice,4.58,1968,Stanford University,love-social-justice,arts,https://www.coursera.org/learn/love-social-justice,2018,3,9013
378,Machine Learning,4.75,5563,Stanford University,machine-learning,ml / coding,https://www.coursera.org/learn/machine-learning,2013,6,26424
379,Machine Learning Foundations: A Case Study Approach,4.5,5464,University of Washington,ml-foundations,ml / coding,https://www.coursera.org/learn/ml-foundations,2015,6,24588
380,Machine Learning for All,4.69,5446,University of London,uol-machine-learning-for-all,ml / coding,https://www.coursera.org/learn/uol-machine-learning-for-all,2020,6,25542
381,Machine Learning for Business Professionals,4.58,5104,Google Cloud,machine-learning-business-professionals,ml / coding,https://www.coursera.org/learn/machine-learning-business-professionals,2016,6,23376
382,Machine Learning with Python,4.52,5639,IBM,machine-learning-with-python,ml / coding,https://www.coursera.org/learn/machine-learning-with-python,2012,6,25488
383,Magic in the Middle Ages,4.56,1792,Universitat de Barcelona,magic-middle-ages,arts,https://www.coursera.org/learn/magic-middle-ages,2014,3,8172
384,Making Architecture,4.82,1905,IE School of Architecture & Design,making-architecture,arts,https://www.coursera.org/learn/making-architecture,2018,3,9182
385,Management of Fashion and Luxury Companies,4.71,2100,Universita Bocconi,mafash,designing,https://www.coursera.org/learn/mafash,2012,9,9891
386,Managerial Accounting Fundamentals,4.87,2104,University of Virginia,uva-darden-managerial-accounting,commerce,https://www.coursera.org/learn/uva-darden-managerial-accounting,2020,10,10246
387,Managing Project Risks and Changes,4.78,1294,"University of California, Irvine",project-risk-management,management,https://www.coursera.org/learn/project-risk-management,2018,1,6185
388,Managing an Agile Team,4.7,1024,University of Virginia,uva-darden-agile-team-management,management,https://www.coursera.org/learn/uva-darden-agile-team-management,2015,1,4813
389,Managing as a Coach,4.78,1473,"University of California, Davis",managing-as-a-coach,management,https://www.coursera.org/learn/managing-as-a-coach,2012,1,7041
390,Managing the Company of the Future,4.84,1287,London Business School,company-future-management,management,https://www.coursera.org/learn/company-future-management,2013,1,6229
391,Marketing Analytics,4.65,2469,University of Virginia,uva-darden-market-analytics,commerce,https://www.coursera.org/learn/uva-darden-market-analytics,2013,10,11481
392,Marketing Digital,4.8,2422,Universidade de Sao Paulo,estrategia-marketing-digital,commerce,https://www.coursera.org/learn/estrategia-marketing-digital,2019,10,11626
393,Marketing Gerencial,4.72,2385,Universidad de Chile,marketing-gerencial,commerce,https://www.coursera.org/learn/marketing-gerencial,2014,10,11257
394,Marketing in a Digital World,4.73,2105,University of Illinois at Urbana-Champaign,marketing-digital,commerce,https://www.coursera.org/learn/marketing-digital,2014,10,9957
395,Mastering Data Analysis in Excel,3.84,3253,Duke University,analytics-excel,data / computer,https://www.coursera.org/learn/analytics-excel,2012,6,12492
396,Mastering Final Cut Pro,4.5,3030,LearnQuest,mastering-final-cut-pro,computer / editing,https://www.coursera.org/learn/mastering-final-cut-pro,2016,6,13635
397,Mathematical Thinking in Computer Science,4.27,2913,University of California San Diego,what-is-a-proof,maths / science,https://www.coursera.org/learn/what-is-a-proof,2013,12,12439
398,Mathematics for Machine Learning: Linear Algebra,4.61,2887,Imperial College London,linear-algebra-machine-learning,maths,https://www.coursera.org/learn/linear-algebra-machine-learning,2012,7,13309
399,Mathematics for Machine Learning: Multivariate Calculus,4.72,5269,Imperial College London,multivariate-calculus-machine-learning,ml / maths,https://www.coursera.org/learn/multivariate-calculus-machine-learning,2012,7,24870
400,Mathematics for Machine Learning: PCA,3.49,5055,Imperial College London,pca-machine-learning,ml / maths,https://www.coursera.org/learn/pca-machine-learning,2015,7,17642
401,Medical neuroscience,4.91,2549,Duke University,medical-neuroscience,medical,https://www.coursera.org/learn/medical-neuroscience,2018,4,12516
402,Memoir and Personal Essay: Managing Your Relationship with the Reader,4.39,1628,Wesleyan University,memoir-reader-relationship,arts,https://www.coursera.org/learn/memoir-reader-relationship,2020,3,7147
403,Microeconomics Principles,4.82,2253,University of Illinois at Urbana-Champaign,microeconomics,commerce,https://www.coursera.org/learn/microeconomics,2012,10,10859
404,Mind Control: Managing Your Mental Health During COVID-19,4.84,1902,University of Toronto,manage-health-covid-19,arts,https://www.coursera.org/learn/manage-health-covid-19,2012,3,9206
405,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,4.85,1625,McMaster University,mindshift,arts,https://www.coursera.org/learn/mindshift,2012,3,7881
406,Miracles of Human Language: An Introduction to Linguistics,4.67,1004,Universiteit Leiden,human-language,language,https://www.coursera.org/learn/human-language,2019,5,4689
407,Model Thinking,4.77,3415,University of Michigan,model-thinking,computer,https://www.coursera.org/learn/model-thinking,2015,6,16290
408,Modern Art & Ideas,4.77,1562,The Museum of Modern Art,modern-art-ideas,arts,https://www.coursera.org/learn/modern-art-ideas,2015,3,7451
409,Modernizing Data Lakes and Data Warehouses with GCP,4.64,3154,Google Cloud,data-lakes-data-warehouses-gcp,data / computer,https://www.coursera.org/learn/data-lakes-data-warehouses-gcp,2013,6,14635
410,Moral Foundations of Politics,4.85,1682,Yale University,moral-politics,arts,https://www.coursera.org/learn/moral-politics,2016,3,8158
411,Moralities of Everyday Life,4.82,1759,Yale University,moralities,arts,https://www.coursera.org/learn/moralities,2014,3,8478
412,More Introduction to Financial Accounting,4.93,2027,University of Pennsylvania,wharton-financial-accounting,commerce,https://www.coursera.org/learn/wharton-financial-accounting,2018,10,9993
413,Music Business Foundations,4.87,2316,Berklee College of Music,music-business-foundations,music / business,https://www.coursera.org/learn/music-business-foundations,2014,3,11279
414,nanotechnology: A MakerÃ¯Â¿Â½s Course,4.83,3360,Duke University,nanotechnology,computer,https://www.coursera.org/learn/nanotechnology,2018,6,16229
415,natural Language Processing in TensorFlow,4.24,3191,DeepLearning.AI,natural-language-processing-tensorflow,coding,https://www.coursera.org/learn/natural-language-processing-tensorflow,2019,11,13530
416,natural Language Processing with Attention Models,3.33,3329,DeepLearning.AI,attention-models-in-nlp,coding,https://www.coursera.org/learn/attention-models-in-nlp,2012,11,11086
417,natural Language Processing with Classification and Vector Spaces,4.35,3095,DeepLearning.AI,classification-vector-spaces-in-nlp,coding,https://www.coursera.org/learn/classification-vector-spaces-in-nlp,2016,11,13463
418,natural Language Processing with Probabilistic Models,4.56,3129,DeepLearning.AI,probabilistic-models-in-nlp,coding,https://www.coursera.org/learn/probabilistic-models-in-nlp,2019,11,14268
419,natural Language Processing with Sequence Models,3.97,3471,DeepLearning.AI,sequence-models-in-nlp,coding,https://www.coursera.org/learn/sequence-models-in-nlp,2019,11,13780
420,negociacion exitosa: Estrategias y habilidades esenciales (en espanol),4.8,1791,University of Michigan,negociacion,foreign,https://www.coursera.org/learn/negociacion,2014,5,8597
421,neural networks and Deep Learning,4.78,3429,DeepLearning.AI,neural-networks-deep-learning,coding,https://www.coursera.org/learn/neural-networks-deep-learning,2013,11,16391
422,new Approaches to Countering Terror: Countering Violent Extremism,4.84,1788,"University of Maryland, College Park",countering-terror-violent-extremism,arts,https://www.coursera.org/learn/countering-terror-violent-extremism,2014,3,8654
423,nutricion y obesidad: control de sobrepeso,4.77,1983,Universidad nacional Autonoma de Mexico,nutricion-obesidad-sobrepeso,foreign,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,2014,5,9459
424,nutrition and Lifestyle in Pregnancy,4.81,2527,Ludwig-Maximilians-Universitat Munchen (LMU),nutrition-pregnancy,medical,https://www.coursera.org/learn/nutrition-pregnancy,2019,4,12155
425,Object Oriented Programming in Java,4.7,5386,University of California San Diego,object-oriented-java,java / coding,https://www.coursera.org/learn/object-oriented-java,2019,6,25314
426,Object-Oriented Data Structures in C++,4.64,5320,University of Illinois at Urbana-Champaign,cs-fundamentals-1,c / coding / computer,https://www.coursera.org/learn/cs-fundamentals-1,2016,11,24685
427,Object-Oriented Design,4.58,3199,University of Alberta,object-oriented-design,coding / designing,https://www.coursera.org/learn/object-oriented-design,2016,11,14651
428,Oil & Gas Industry Operations and Markets,4.82,2032,Duke University,oilandgas,commerce,https://www.coursera.org/learn/oilandgas,2014,10,9794
429,Operating Systems and You: Becoming a Power User,4.51,5279,Google,os-power-user,java / coding,https://www.coursera.org/learn/os-power-user,2019,6,23808
430,Operations Analytics,4.68,2153,University of Pennsylvania,wharton-operations-analytics,commerce,https://www.coursera.org/learn/wharton-operations-analytics,2020,10,10076
431,Ordered Data Structures,4.72,3386,University of Illinois at Urbana-Champaign,cs-fundamentals-2,data / coding,https://www.coursera.org/learn/cs-fundamentals-2,2014,11,15982
432,Osteoarchaeology: The Truth in Our Bones,4.71,2508,Universiteit Leiden,truthinourbones-osteoarchaeology-archaeology,medical,https://www.coursera.org/learn/truthinourbones-osteoarchaeology-archaeology,2019,4,11813
433,Paleontology: Theropod Dinosaurs and the Origin of Birds,4.9,2333,University of Alberta,theropods-birds,research,https://www.coursera.org/learn/theropods-birds,2019,1,11432
434,"Penetration Testing, Incident Response and Forensics",4.49,2232,IBM,ibm-penetration-testing-incident-response-forensics,research,https://www.coursera.org/learn/ibm-penetration-testing-incident-response-forensics,2016,1,10022
435,People Analytics,4.52,1722,University of Pennsylvania,wharton-people-analytics,arts,https://www.coursera.org/learn/wharton-people-analytics,2019,3,7783
436,Perfect Tenses and Modals,4.81,3362,"University of California, Irvine",perfect-tenses-modals,computer,https://www.coursera.org/learn/perfect-tenses-modals,2018,11,16171
437,Personal & Family Financial Planning,4.58,1813,University of Florida,family-planning,arts,https://www.coursera.org/learn/family-planning,2017,3,8304
438,Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,4.68,1843,The University of Edinburgh,philosophy-cognitive-sciences,arts,https://www.coursera.org/learn/philosophy-cognitive-sciences,2020,3,8625
439,Politics and Economics of International Energy,4.72,1559,Sciences Po,global-energy,arts,https://www.coursera.org/learn/global-energy,2018,3,7358
440,Population Health During A Pandemic: Contact Tracing and Beyond,4.8,2893,University of Houston,contact-tracing-for-covid-19,medical,https://www.coursera.org/learn/contact-tracing-for-covid-19,2019,4,13886
441,Positive Psychiatry and Mental Health,4.89,1538,The University of Sydney,positive-psychiatry,arts,https://www.coursera.org/learn/positive-psychiatry,2016,3,7521
442,Positive Psychology,4.66,1773,The University of north Carolina at Chapel Hill,positive-psychology,arts,https://www.coursera.org/learn/positive-psychology,2013,3,8262
443,Positive Psychology: Applications and Interventions,4.86,1995,University of Pennsylvania,positive-psychology-applications,arts,https://www.coursera.org/learn/positive-psychology-applications,2013,3,9696
444,Positive Psychology: Martin E. P. SeligmanÃ¯Â¿Â½s Visionary Science,4.9,1915,University of Pennsylvania,positive-psychology-visionary-science,arts,https://www.coursera.org/learn/positive-psychology-visionary-science,2013,3,9384
445,Positive Psychology: Resilience Skills,4.91,1932,University of Pennsylvania,positive-psychology-resilience,arts,https://www.coursera.org/learn/positive-psychology-resilience,2014,3,9486
446,Practical Time Series Analysis,4.49,1647,The State University of new York,practical-time-series-analysis,arts,https://www.coursera.org/learn/practical-time-series-analysis,2020,3,7395
447,Preparing for the Google Cloud Associate Cloud Engineer Exam,4.64,3173,Google Cloud,preparing-cloud-associate-cloud-engineer-exam,computer,https://www.coursera.org/learn/preparing-cloud-associate-cloud-engineer-exam,2019,11,14723
448,Preparing for the Google Cloud Professional Cloud Architect Exam,4.47,3361,Google Cloud,preparing-cloud-professional-cloud-architect-exam,computer,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam,2015,11,15024
449,Preparing to Manage Human Resources,4.86,1288,University of Minnesota,managing-human-resources,management,https://www.coursera.org/learn/managing-human-resources,2014,1,6260
450,Primeros Auxilios Psicologicos (PAP),4.87,1829,Universitat Autonoma de Barcelona,pap,foreign,https://www.coursera.org/learn/pap,2012,5,8907
451,Principles of Sustainable Finance,4.91,2121,Erasmus University Rotterdam,sustainable-finance,commerce,https://www.coursera.org/learn/sustainable-finance,2015,10,10414
452,Privacy Law and Data Protection,4.84,1384,University of Pennsylvania,privacy-law-data-protection,law,https://www.coursera.org/learn/privacy-law-data-protection,2016,4,6699
453,Private Equity and Venture Capital,4.76,2361,Universita Bocconi,private-equity,commerce,https://www.coursera.org/learn/private-equity,2013,10,11238
454,Probability and Statistics: To p or not to p?,4.68,2815,University of London,probability-statistics,maths,https://www.coursera.org/learn/probability-statistics,2018,7,13174
455,Process Mining: Data science in Action,4.79,3143,Eindhoven University of Technology,process-mining,data/coding,https://www.coursera.org/learn/process-mining,2014,11,15055
456,"Programming Foundations with JavaScript, HTML and CSS",4.55,3182,Duke University,duke-programming-web,coding / website,https://www.coursera.org/learn/duke-programming-web,2018,11,14478
457,Programming Fundamentals,4.65,3441,Duke University,programming-fundamentals,coding,https://www.coursera.org/learn/programming-fundamentals,2013,11,16001
458,"Programming Languages, Part A",4.94,3021,University of Washington,programming-languages,coding,https://www.coursera.org/learn/programming-languages,2013,11,14924
459,Programming for Everybody (Getting Started with Python),4.58,3231,University of Michigan,python,coding / computer,https://www.coursera.org/learn/python,2016,11,14798
460,Project Execution,3.93,1516,"University of California, Irvine",project-execution,arts,https://www.coursera.org/learn/project-execution,2014,43,5958
461,Project Launch,4.39,1733,"University of California, Irvine",project-management,arts,https://www.coursera.org/learn/project-management,2018,3,7608
462,Project Planning,4.35,1654,"University of California, Irvine",project-planning-1,arts,https://www.coursera.org/learn/project-planning-1,2020,3,7195
463,Psychological First Aid,4.87,1881,Johns Hopkins University,psychological-first-aid,arts,https://www.coursera.org/learn/psychological-first-aid,2016,3,9160
464,Public Policy Challenges of the 21st Century,4.57,1542,University of Virginia,public-policy,arts,https://www.coursera.org/learn/public-policy,2014,3,7047
465,Python Basics,4.81,5063,University of Michigan,python-basics,python / coding,https://www.coursera.org/learn/python-basics,2019,6,24353
466,Python Data Structures,4.85,3699,University of Michigan,python-data,python / data / coding,https://www.coursera.org/learn/python-data,2014,6,17940
467,"Python Functions, Files, and Dictionaries",4.81,5214,University of Michigan,python-functions-files-dictionaries,python / coding,https://www.coursera.org/learn/python-functions-files-dictionaries,2016,6,25079
468,Python Programming: A Concise Introduction,4.62,5213,Wesleyan University,python-programming-introduction,python / coding,https://www.coursera.org/learn/python-programming-introduction,2015,6,24084
469,Python and Statistics for Financial Analysis,4.36,7525,The Hong Kong University of Science and Technology,python-statistics-financial-analysis,python / maths,https://www.coursera.org/learn/python-statistics-financial-analysis,2013,6,32809
470,Python for Data Science and AI,4.31,5683,IBM,python-for-applied-data-science-ai,ai / python / data / coding,https://www.coursera.org/learn/python-for-applied-data-science-ai,2014,6,24494
471,Quantitative Methods,4.75,2304,University of Amsterdam,quantitative-methods,science,https://www.coursera.org/learn/quantitative-methods,2012,12,10944
472,R Programming,4.24,3104,Johns Hopkins University,r-programming,coding,https://www.coursera.org/learn/r-programming,2017,11,13161
473,Race and Cultural Diversity in American Life and History,4.41,1821,University of Illinois at Urbana-Champaign,race-cultural-diversity-american-life,arts,https://www.coursera.org/learn/race-cultural-diversity-american-life,2016,3,8031
474,"Recruiting, Hiring, and Onboarding Employees",3.84,1777,University of Minnesota,recruiting-hiring-onboarding-employees,arts,https://www.coursera.org/learn/recruiting-hiring-onboarding-employees,2018,3,6824
475,Refugees in the 21st Century,4.76,1754,University of London,refugees-21st-century,arts,https://www.coursera.org/learn/refugees-21st-century,2013,3,8349
476,Reliable Google Cloud Infrastructure: Design and Process,4.7,3464,Google Cloud,cloud-infrastructure-design-process,coding,https://www.coursera.org/learn/cloud-infrastructure-design-process,2013,11,16281
477,Removing Barriers to Change,5,1769,University of Pennsylvania,removing-barriers-to-change,arts,https://www.coursera.org/learn/removing-barriers-to-change,2012,3,8845
478,Renewable Energy and Green Building Entrepreneurship,4.75,1506,Duke University,renewable-energy-entrepreneurship,entrepreneur,https://www.coursera.org/learn/renewable-energy-entrepreneurship,2020,1,7154
479,Reporting extra-financier et strategie RSE,4.58,1118,ESSEC Business School,reporting-extra-financier-strategie-rse,business,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse,2020,1,5120
480,Research Data Management and Sharing,4.73,2285,The University of Edinburgh,data-management,research / management,https://www.coursera.org/learn/data-management,2018,1,10808
481,Rethinking International Tax Law,4.82,1070,Universiteit Leiden,international-taxation,law,https://www.coursera.org/learn/international-taxation,2014,4,5157
482,Revisao Sistematica e Meta-analise,4.9,1690,Universidade Estadual de Campinas,revisao-sistematica,foreign,https://www.coursera.org/learn/revisao-sistematica,2016,5,8281
483,Roman Architecture,4.84,1554,Yale University,roman-architecture,arts / history,https://www.coursera.org/learn/roman-architecture,2019,3,7521
484,Redaction de contrats,4.84,1751,University of Geneva,contrats,foreign,https://www.coursera.org/learn/contrats,2015,5,8475
485,Reussir le Changement,4.41,1636,ESSEC Business School,reussir-le-changement,foreign,https://www.coursera.org/learn/reussir-le-changement,2016,5,7215
486,SQL for Data Science,4.51,2218,"University of California, Davis",sql-for-data-science,sql / data / coding,https://www.coursera.org/learn/sql-for-data-science,2018,11,10003
487,Sample-based Learning Methods,4.48,2243,Alberta Machine Intelligence Institute,sample-based-learning-methods,science,https://www.coursera.org/learn/sample-based-learning-methods,2019,12,10049
488,Schizophrenia,4.68,1683,Wesleyan University,schizophrenia,arts,https://www.coursera.org/learn/schizophrenia,2018,3,7876
489,Science of Exercise,4.85,2205,University of Colorado Boulder,science-exercise,science,https://www.coursera.org/learn/science-exercise,2017,12,10694
490,Search Engine Optimization Fundamentals,4.72,3119,"University of California, Davis",seo-fundamentals,coding,https://www.coursera.org/learn/seo-fundamentals,2014,11,14722
491,Seeing Through Photographs,4.78,1534,The Museum of Modern Art,photography,arts,https://www.coursera.org/learn/photography,2015,3,7333
492,Sequence Models,4.64,2285,DeepLearning.AI,nlp-sequence-models,science,https://www.coursera.org/learn/nlp-sequence-models,2020,12,10602
493,"Sequences, Time Series and Prediction",4.51,2145,DeepLearning.AI,tensorflow-sequences-time-series-and-prediction,science,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,2013,12,9674
494,Site Reliability Engineering: Measuring and Managing Reliability,4.25,2454,Google Cloud,site-reliability-engineering-slos,science,https://www.coursera.org/learn/site-reliability-engineering-slos,2019,12,10430
495,Six Sigma Principles,4.56,2155,University System of Georgia,six-sigma-principles,science,https://www.coursera.org/learn/six-sigma-principles,2014,12,9827
496,Six Sigma and the Organization (Advanced),4.7,2418,University System of Georgia,six-sigma-organization-advanced,science,https://www.coursera.org/learn/six-sigma-organization-advanced,2019,12,11365
497,"Sleep: neurobiology, Medicine, and Society",4.77,1917,University of Michigan,sleep,arts,https://www.coursera.org/learn/sleep,2019,3,9144
498,Smart Cities Ã¯Â¿Â½ Management of Smart Urban Infrastructures,4.63,1135,ecole Polytechnique Federale de Lausanne,smart-cities,management,https://www.coursera.org/learn/smart-cities,2019,1,5255
499,Social Impact Strategy: Tools for Entrepreneurs and Innovators,4.85,1986,University of Pennsylvania,social-impact,entrepreneur,https://www.coursera.org/learn/social-impact,2014,1,9632
500,"Social norms, Social Change I",4.6,1971,Unicef,norms,arts,https://www.coursera.org/learn/norms,2015,3,9067
501,Social Psychology,4.89,1569,Wesleyan University,social-psychology,arts,https://www.coursera.org/learn/social-psychology,2016,3,7672
502,Social Work Practice: Advocating Social Justice and Change,4.8,1575,University of Michigan,social-work-practice-advocating-social-justice-and-change,arts,https://www.coursera.org/learn/social-work-practice-advocating-social-justice-and-change,2015,3,7560
503,Social and Economic networks:  Models and Analysis,1,2235,Stanford University,social-economic-networks,commerce,https://www.coursera.org/learn/social-economic-networks,2016,10,2235
504,Software Processes and Agile Practices,4.69,3121,University of Alberta,software-processes-and-agile-practices,coding / computer,https://www.coursera.org/learn/software-processes-and-agile-practices,2019,11,14637
505,Solar Energy Basics,4.82,2274,The State University of new York,solar-energy-basics,science,https://www.coursera.org/learn/solar-energy-basics,2012,12,10961
506,Songwriting: Writing the Lyrics,4.72,2417,Berklee College of Music,songwriting-lyrics,music,https://www.coursera.org/learn/songwriting-lyrics,2015,3,11408
507,Spanish Vocabulary: Meeting People,4.54,1670,"University of California, Davis",spanish-vocabulary-meeting-people,foreigm / language,https://www.coursera.org/learn/spanish-vocabulary-meeting-people,2015,5,7582
508,Spanish for Successful Communication in Healthcare Settings,4,1631,Rice University,spanish-in-healthcare-settings,foreign / language,https://www.coursera.org/learn/spanish-in-healthcare-settings,2017,5,6524
509,"Speak English Professionally: In Person, Online & On the Phone",4.77,1580,Georgia Institute of Technology,speak-english-professionally,foreign / language,https://www.coursera.org/learn/speak-english-professionally,2013,5,7537
510,Sports Marketing,4.66,2025,northwestern University,sports-marketing,sports / commerce,https://www.coursera.org/learn/sports-marketing,2014,3,9437
511,Sports and Society,4.86,2325,Duke University,sports-society,sports / arts,https://www.coursera.org/learn/sports-society,2015,3,11300
512,Stanford Introduction to Food and Health,4.71,2588,Stanford University,food-and-health,medical,https://www.coursera.org/learn/food-and-health,2012,4,12189
513,Stochastic processes,4.2,2196,national Research University Higher School of Economics,stochasticprocesses,science,https://www.coursera.org/learn/stochasticprocesses,2018,12,9223
514,Strategic Business Management - Microeconomics,4.79,855,"University of California, Irvine",strategic-business-management-microeconomics,business / management,https://www.coursera.org/learn/strategic-business-management-microeconomics,2014,1,4095
515,Strategic Management,4.78,1437,Copenhagen Business School,strategic-management,management,https://www.coursera.org/learn/strategic-management,2019,1,6869
516,Structuring Machine Learning Projects,4.71,5003,DeepLearning.AI,machine-learning-projects,ml / coding,https://www.coursera.org/learn/machine-learning-projects,2020,6,23564
517,Success,4.93,1799,University of Pennsylvania,wharton-success,arts,https://www.coursera.org/learn/wharton-success,2014,3,8869
518,Successful negotiation: Essential Strategies and Skills,4.81,1821,University of Michigan,negotiation-skills,arts,https://www.coursera.org/learn/negotiation-skills,2015,3,8759
519,Summary Statistics in Public Health,4.79,1694,Johns Hopkins University,summary-statistics,arts,https://www.coursera.org/learn/summary-statistics,2016,3,8114
520,Supply Chain Logistics,4.72,3046,Rutgers the State University of new Jersey,supply-chain-logistics,computer,https://www.coursera.org/learn/supply-chain-logistics,2014,6,14377
521,Supply Chain Principles,4.56,3440,Georgia Institute of Technology,supply-chain-principles,computer,https://www.coursera.org/learn/supply-chain-principles,2019,6,15686
522,Supporting children with difficulties in reading and writing,4.76,1555,University of London,dyslexia-difficulties,arts,https://www.coursera.org/learn/dyslexia-difficulties,2017,3,7402
523,Sustainable Fashion,4.84,2370,Copenhagen Business School,sustainable-fashion,designing,https://www.coursera.org/learn/sustainable-fashion,2020,3,11471
524,Sustainable Tourism Ã¯Â¿Â½ promoting environmental public health,4.58,1989,University of Copenhagen,sustainable-tourism,arts,https://www.coursera.org/learn/sustainable-tourism,2018,3,9110
525,System Administration and IT Infrastructure Services,4.66,2157,Google,system-administration-it-infrastructure-services,science,https://www.coursera.org/learn/system-administration-it-infrastructure-services,2016,12,10052
526,Systems Thinking In Public Health,4.4,1917,Johns Hopkins University,systems-thinking,arts,https://www.coursera.org/learn/systems-thinking,2016,3,8435
527,Teach English now! Foundational Principles,4.92,1849,Arizona State University,english-principles,foreign / language,https://www.coursera.org/learn/english-principles,2013,5,9097
528,Teach English now! Teaching Language Online,4.61,1878,Arizona State University,teachlanguageonline,foreign / language,https://www.coursera.org/learn/teachlanguageonline,2018,5,8658
529,Teamwork Skills: Communicating Effectively in Groups,4.78,1527,University of Colorado Boulder,teamwork-skills-effective-communication,arts,https://www.coursera.org/learn/teamwork-skills-effective-communication,2018,3,7299
530,Technical Support Fundamentals,4.78,3388,Google,technical-support-fundamentals,computer,https://www.coursera.org/learn/technical-support-fundamentals,2018,11,16195
531,Terrorism and Counterterrorism: Comparing Theory and Practice,4.74,1818,Universiteit Leiden,terrorism,arts,https://www.coursera.org/learn/terrorism,2017,3,8617
532,The Addicted Brain,4.55,2808,Emory University,addiction-and-the-brain,medical,https://www.coursera.org/learn/addiction-and-the-brain,2018,4,12776
533,The Art of Music Production,4.84,2229,Berklee College of Music,producing-music,music,https://www.coursera.org/learn/producing-music,2015,3,10788
534,The Arts and Science of Relationships: Understanding Human needs,4.37,1749,University of Toronto,human-needs,arts,https://www.coursera.org/learn/human-needs,2014,3,7643
535,The Bits and Bytes of Computer networking,4.65,3011,Google,computer-networking,computer,https://www.coursera.org/learn/computer-networking,2019,6,14001
536,The Business of Product Management I,4.33,151,Advancing Women in Product,the-business-of-product-management-one,business / management,https://www.coursera.org/learn/the-business-of-product-management-one,2015,1,654
